id,slug,year,shadow,details
48,scramble-the-duck,2015,1,
48,scramble-the-duck,2016,0,
48,scramble-the-duck,2017,1,
48,scramble-the-duck,2018,1,
48,scramble-the-duck,2019,1,
48,scramble-the-duck,2020,1,
48,scramble-the-duck,2021,1,
48,scramble-the-duck,2022,1,
48,scramble-the-duck,2023,1,
48,scramble-the-duck,2024,0,
