id,slug,year,shadow,details
1,punxsutawney-phil,1962,1.0,Saw Shadow at 7:29 AM; Just returned from second trip to the moon.
1,punxsutawney-phil,1963,1.0,Saw Shadow at 7:41 AM; Unusually dark shadow
1,punxsutawney-phil,1964,1.0,Saw Shadow.
1,punxsutawney-phil,1965,1.0,Saw Shadow shortly before 8 AM.
1,punxsutawney-phil,1966,1.0,Saw Shadow at 7:21 AM.
1,punxsutawney-phil,1967,1.0,Saw Shadow 7:25 AM.
1,punxsutawney-phil,1968,1.0,Saw Shadow 7:29 AM.
1,punxsutawney-phil,1969,1.0,Saw Shadow 7:29 AM.
1,punxsutawney-phil,1970,0.0,No Shadow.
1,punxsutawney-phil,1971,1.0,Saw Shadow at 7:29 AM; 14 below zero.
1,punxsutawney-phil,1972,1.0,Saw Shadow 7:30 AM.
1,punxsutawney-phil,1973,1.0,Saw Shadow 7:29 AM.
1,punxsutawney-phil,1974,1.0,Saw Shadow 8:28 AM.
1,punxsutawney-phil,1975,0.0,No Shadow; Declared at 7:31 AM.
1,punxsutawney-phil,1976,1.0,Saw Shadow at 7:29 AM.
1,punxsutawney-phil,1977,1.0,Saw Shadow at 7:27; In midst of energy crisis.
1,punxsutawney-phil,1978,1.0,Saw Shadow at 7:28 AM.
1,punxsutawney-phil,1979,1.0,Saw Shadow at 7:28 AM.
1,punxsutawney-phil,1980,1.0,Saw Shadow at 7:29 AM.
1,punxsutawney-phil,1981,1.0,Saw Shadow at 7:27 AM.
1,punxsutawney-phil,1982,1.0,Saw Shadow 7:26 AM; After coldest January in more than a century.
1,punxsutawney-phil,1983,0.0,"No Shadow; Peered over at 7:29 AM, but saw no shadow; predicted an early spring after a mild winter."
1,punxsutawney-phil,1984,1.0,Saw Shadow shortly after 7 AM.
1,punxsutawney-phil,1985,1.0,Saw Shadow at 7:28 AM.
1,punxsutawney-phil,1986,0.0,No Shadow! Visited President Reagan at the White House in March.
1,punxsutawney-phil,1987,1.0,Saw Shadow 7:29 AM.
1,punxsutawney-phil,1988,0.0,No Shadow.
1,punxsutawney-phil,1989,1.0,Saw Shadow.
1,punxsutawney-phil,1990,0.0,No Shadow.
1,punxsutawney-phil,1991,1.0,Saw Shadow.
1,punxsutawney-phil,1992,1.0,Saw Shadow.
1,punxsutawney-phil,1993,1.0,Saw Shadow. “Groundhog Day” The movie with Bill Murray was released in time for PHIL’S Predition.
1,punxsutawney-phil,1994,1.0,Saw Shadow 7:28 AM.
1,punxsutawney-phil,1995,0.0,No Shadow; Guested on the Oprah Winfrey TV Show and made new fans.
1,punxsutawney-phil,1996,1.0,Saw Shadow 7:21; So cold he dug deep to make his prediction.
1,punxsutawney-phil,1997,0.0,"No Shadow 7:25AM. Made his 110th prediction. Largest crowd the Knob has seen 35,000 people"
1,punxsutawney-phil,1998,1.0,Saw Shadow 7:20AM; Six more weeks of “El Nino” Winter.
1,punxsutawney-phil,1999,0.0,"Over 15,000 people celebrated as Phil saw no shadow at 7:23 AM and predicted and early spring"
1,punxsutawney-phil,2000,1.0,It was the dawn of a new “Phillenium” and 12-degrees at Gobbler’s Knob when Phil saw his shadow at 7:28 AM.
1,punxsutawney-phil,2001,1.0,Phil’s prediction of 6 more weeks of winter weather was displayed on the Astrovision in New York’s Time Square.
1,punxsutawney-phil,2002,1.0,"Phil saw his shadow at the largest event in 116 year history with estimated 30,000 people celebrating 02/02/02"
1,punxsutawney-phil,2003,1.0,Phil saw his shadow at 7:25 AM as Pennsylvania’s newly elected Governor Ed Rendell looked on from Gobbler’s Knob.
1,punxsutawney-phil,2004,1.0,Phil saw his shadow at 7:27 in 8 degree weather. Event was webcast live on www.groundhog.org
1,punxsutawney-phil,2005,1.0,"The sky was clear as Phil saw his shadow before an enthusiastic crowd of 10-18,000. The time was 7:31 a.m. It was Phil’s 119th prediction."
1,punxsutawney-phil,2006,1.0,Phil saw his shadow while wearing his Steeler “Terrible Towel” at 7:25 a.m. The temperature was a balmy 38 degrees.
1,punxsutawney-phil,2007,0.0,No Shadow- Early Spring It was a cloudy morning with light snow flurries when Phil emerged from his burrow at about 7:26 a.m. and did not see his shadow.
1,punxsutawney-phil,2008,1.0,"At 7:28 a.m., 29°, Phil Saw his Shadow."
1,punxsutawney-phil,2009,1.0,At 7:26 a.m. Phil saw his shadow and Inner Circle President Bill Cooper completed his final interpretation and retired at Gobbler’s Knob.
1,punxsutawney-phil,2010,1.0,The temperature was 12°. Saw Shadow- Six More Weeks of Winter
1,punxsutawney-phil,2011,0.0,"No Shadow- Early Spring With rain over head, Phil made his prediction."
1,punxsutawney-phil,2012,1.0,Six More Weeks of Winter The skies slightly overcast and a temperate of 30°. Phil saw his shadow!
1,punxsutawney-phil,2013,0.0,No Shadow- Early Spring A Balmy 7° Phil made his prediction at 7:25 a.m.
1,punxsutawney-phil,2014,1.0,"Six More Weeks of Winter With fog in site, Phil made his prediction at 7:26 a.m."
1,punxsutawney-phil,2015,1.0,Six More Weeks of Winter Was the prediction of Phil. The morning was filled with freezing rain. Phil emerged from his burrow at 7:26 a.m.
1,punxsutawney-phil,2016,0.0,No Shadow- Early Spring It was 28° at Gobbler’s Knob. Phil made his perdition of an Early Spring at 7:25 a.m.
1,punxsutawney-phil,2017,1.0,"7:25 a.m. Saw His Shadow, Six More Weeks of Winter! There were a few snow flurries during the prognostication."
1,punxsutawney-phil,2018,1.0,"At 7:25 a.m. with 18,000 Phil Phans present, Phil saw his shadow! Six More Weeks of Winter!"
1,punxsutawney-phil,2019,0.0,NO Shadow at 7:28 AM; 14º fog & mist with -1º Wind Chill.
1,punxsutawney-phil,2020,0.0,NO Shadow at 7:26 AM; 30º with light snow falling.
1,punxsutawney-phil,2021,1.0,Shadow at 7:25 AM; 19º with light snow. Coronavirus fear prohibits crowds on Gobbler’s Knob.
1,punxsutawney-phil,2022,1.0,Shadow at 7:27 AM; 27º with clear skies. A loyal crowd of thousands returned to Gobbler’s Knob.
1,punxsutawney-phil,2023,1.0,Shadow at 7:24 AM; 13º with clear skies. PA Governor Josh Shapiro attends. Thousands of Eagles Super Bowl LVII fans help celebrate Phil’s big day at the Knob.
1,punxsutawney-phil,2024,0.0,
